student_secondary_edu,student_higher_edu,mother_secondary_edu,mother_higher_edu,father_secondary_edu,father_higher_edu,1st_5_enrolled,1st_6_enrolled,1st_7_enrolled,1st_gt_7_enrolled,2nd_5_enrolled,2nd_6_enrolled,2nd_7_enrolled,2nd_8_enrolled,2nd_gt_8_enrolled,app_phase,app_older23,app_inter,age_lt20,age_lt25_gt20,age_lt30_gt25,CU1sem_Eval1grp_678,CU1sem_Eval1grp_lt6,CU1sem_Eval1grp_gt8,CU1sem_approv1grp_5,CU1sem_approv1grp_lt5,CU1sem_approv1grp_gt5,cu1st_sem_without_eval_0,cu1st_sem_without_eval_1_2,cu2nd_sem_without_eval_0,cu2nd_sem_without_eval_1,cu2nd_sem_without_eval_2,CU2sem_Eval1grp_679,CU2sem_Eval1grp_8,CU2sem_Eval1grp_lt6,CU2sem_Eval1grp_gt9,CU2sem_approv1grp_5,CU2sem_approv1grp_0,CU2sem_approv1grp_1234,CU2sem_approv1grp_gt5,mother_occupation_grp0,mother_occupation_grp168,mother_occupation_grp2357,mother_occupation_grp4910,father_occupation_grp0,father_occupation_grp124,father_occupation_grp3568,father_occupation_grp7,father_occupation_grp910,Course_33,Course_171,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147_9670,Course_9238_8014,Course_9254,Course_9500,Course_9556,Course_9773,Course_9853,Course_9991,previous_qualification_grade,admission_grade,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade,1st_sem_approved_all_enrolled,2nd_sem_approved_all_enrolled,single,daytime/evening_attendance,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,unemployment_rate,inflation_rate,gdp,cu1st_sem_without_eval_comb,cu2nd_sem_without_eval_comb,CU1sem_Eval1,CU1sem_approv1,CU2sem_Eval1,CU2sem_approv1,amode,mother_occupation,father_occupation,course,cu1sem_enroll,cu2sem_enroll,age,pquali,mquali,fquali,target_bin
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,141,139.8,14.935,14.935,1,1,1,1,1,0,1,0,0,9.4,-0.8,-3.12,0,0,1,1,8,2,4,2,4,9500,1,8,1,1,3,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,115.2,0,0,1,1,1,1,1,0,1,0,0,7.6,2.6,0.32,0,0,0,0,0,0,1,3,4,171,0,0,1,1,3,3,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125,114.9,13.13333333,12.22142857,0,0,1,1,0,0,1,0,0,16.2,0.3,-0.92,0,0,1,1,1,2,1,3,4,9500,7,8,1,1,3,3,0
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130,131.9,12,12,1,1,1,1,0,0,1,0,1,13.9,-0.3,0.79,0,0,1,1,2,2,2,3,4,9238,6,6,2,2,3,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133,126,0,0,1,1,1,1,1,0,1,1,1,10.8,1.4,1.74,0,0,0,0,0,0,4,3,3,171,0,0,1,1,1,3,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127,130.2,11.4,10,0,0,1,1,1,0,1,1,0,10.8,1.4,1.74,0,0,1,5,8,1,4,2,1,9070,6,6,1,1,1,1,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116,120.9,0,0,0,0,1,1,0,0,1,1,0,12.7,3.7,-1.7,0,0,1,0,2,0,2,2,2,9070,6,6,2,1,1,1,0
0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133.1,126,11.9,11,0,0,0,1,1,0,1,1,0,13.9,-0.3,0.79,0,0,2,5,1,5,2,2,2,9500,7,8,3,3,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139,128.2,0,0,1,1,1,1,1,0,1,1,1,10.8,1.4,1.74,0,0,0,0,0,0,1,2,2,171,0,0,1,1,3,3,0
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130,130,12.57142857,12.42857143,1,1,1,1,1,0,1,1,0,8.9,1.4,3.51,0,0,1,1,2,2,2,3,4,9003,6,6,2,2,3,3,0
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125,120.1,11.2,10.75,1,0,1,1,0,1,1,1,0,16.2,0.3,-0.92,0,3,1,5,1,1,1,2,3,9147,5,5,1,1,1,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160,100,12,10.8,1,0,1,1,0,0,1,1,0,12.7,3.7,-1.7,0,0,1,1,8,5,3,2,4,9254,6,6,3,1,3,3,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,148,134,0,0,0,0,1,1,0,0,1,1,0,7.6,2.6,0.32,0,0,2,0,0,0,4,2,2,9147,5,5,1,1,3,3,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,150,130.8,11.975,13.75,1,1,1,1,0,0,1,1,0,13.9,-0.3,0.79,0,0,1,1,8,2,4,1,1,9500,7,8,2,1,3,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141,135.8,0,0,1,1,1,1,1,0,1,1,0,15.5,2.8,-4.06,0,0,0,0,0,0,1,2,4,171,0,0,1,1,3,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,118,111.7,11.66666667,12,0,0,1,1,1,0,1,1,0,12.4,0.5,1.79,0,0,2,0,1,1,4,2,3,9254,6,6,1,1,3,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142,132.9,12.33333333,12.33333333,1,0,1,1,1,0,1,1,0,10.8,1.4,1.74,0,0,1,1,1,1,1,3,4,9773,6,6,1,1,3,3,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,115.5,10.33333333,10.85714286,0,0,1,1,1,1,1,1,0,10.8,1.4,1.74,0,0,1,0,1,1,4,3,3,9147,5,5,1,1,3,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106,106,10.5,11,0,0,1,1,1,0,1,1,1,9.4,-0.8,-3.12,0,0,1,0,1,1,4,2,3,9254,6,6,2,1,3,3,1
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121,120.3,13.66666667,13.33333333,1,1,1,1,1,1,1,1,1,8.9,1.4,3.51,0,0,1,1,2,2,4,3,2,9773,6,6,1,1,1,3,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,150,130.8,14.84285714,15.05555556,1,1,1,1,0,0,1,1,1,16.2,0.3,-0.92,0,0,1,1,2,2,4,3,4,9500,7,8,2,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,117,12,11.66666667,1,1,0,0,0,0,1,1,0,10.8,1.4,1.74,0,0,1,1,2,2,3,3,2,8014,6,6,4,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,114,110.2,12.2,12.2,0,0,1,1,1,0,1,1,0,10.8,1.4,1.74,0,0,1,5,2,5,1,3,4,9853,6,6,2,1,3,3,1
0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,155.7,0,0,0,0,1,0,1,0,1,1,0,10.8,1.4,1.74,1,0,0,0,0,0,3,2,1,9991,0,5,4,2,2,2,1
0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,160,180.4,12.16666667,13.3,0,0,1,1,0,1,1,1,0,12.4,0.5,1.79,0,0,2,1,1,2,3,3,1,9003,1,1,2,2,2,2,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,125.5,12,11.33333333,1,0,1,1,0,0,1,1,0,12.7,3.7,-1.7,0,0,1,5,8,1,4,3,1,9254,5,5,1,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130,110,11,11,1,0,0,0,1,0,1,0,0,9.4,-0.8,-3.12,0,0,1,1,1,5,3,3,2,8014,6,6,4,1,3,3,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,160,161,13.08,13.08,0,0,1,1,1,0,1,0,1,10.8,1.4,1.74,0,0,1,1,8,2,2,3,3,9500,1,8,2,1,3,3,0
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,100,10.5,11.6,0,1,1,1,0,0,1,0,1,9.4,-0.8,-3.12,0,0,1,0,2,5,3,3,2,9670,5,5,3,1,1,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124,117.6,10.66666667,11.2,1,0,1,1,1,0,1,1,0,7.6,2.6,0.32,1,0,2,1,2,5,4,3,0,9070,6,6,2,1,3,3,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,143,128.7,14,13.8,0,1,1,1,1,0,1,1,0,11.1,0.6,2.02,0,0,1,0,0,5,1,3,4,9147,5,5,2,1,3,3,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,115,112.2,10,0,0,0,1,1,1,1,1,1,0,15.5,2.8,-4.06,0,0,2,0,2,0,2,3,2,9119,5,5,1,1,3,3,0
1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133.1,100.8,0,0,0,0,1,1,0,0,1,1,0,13.9,-0.3,0.79,0,0,2,0,2,0,3,3,4,9500,7,7,2,1,1,1,1
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133.1,105,14,13.5,1,1,1,1,1,0,0,0,0,8.9,1.4,3.51,0,0,1,1,2,2,4,3,4,9773,6,6,2,1,3,1,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,133.1,100,12,0,0,0,1,1,0,0,1,0,0,8.9,1.4,3.51,1,0,1,0,2,0,4,3,1,9130,6,6,3,1,1,1,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133.1,115.5,12.66666667,0,0,0,0,1,0,0,1,0,0,7.6,2.6,0.32,0,1,2,0,1,0,3,0,0,9853,6,6,4,3,3,3,1
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,133.1,114,11.875,12.33333333,1,1,0,0,0,0,1,0,0,12.7,3.7,-1.7,0,0,2,1,2,2,3,3,4,8014,1,6,4,1,3,3,0
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,130,137,14,13.25,1,0,1,1,1,0,1,1,0,13.9,-0.3,0.79,0,0,2,5,1,1,4,3,1,9119,5,5,1,1,3,2,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,135,124.9,13.66666667,13.33333333,1,1,1,1,1,0,1,0,0,8.9,1.4,3.51,0,0,1,1,2,2,1,2,2,9773,6,6,1,1,3,1,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,132,120.3,13.75,14.47777778,1,1,1,1,1,0,1,0,1,12.4,0.5,1.79,0,0,1,1,2,2,1,2,3,9500,7,8,1,1,3,3,0
1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135,134.3,14.2,13.8,1,1,1,1,1,0,1,0,0,12.7,3.7,-1.7,1,0,1,5,2,5,1,3,1,9085,5,5,1,1,1,2,0
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115,111.5,11.96,0,0,0,1,1,1,1,0,0,0,13.9,-0.3,0.79,0,0,2,0,2,0,1,2,1,9500,7,7,1,1,2,2,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130,128.8,12.875,13.4,0,0,1,1,0,0,1,0,0,8.9,1.4,3.51,0,0,2,1,1,5,2,3,4,9085,1,1,2,2,3,3,1
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133.1,110,0,0,1,1,1,1,1,0,1,0,0,16.2,0.3,-0.92,0,0,0,0,0,0,1,3,4,171,0,0,2,1,1,1,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130,113.5,0,0,0,0,0,0,1,0,1,0,0,9.4,-0.8,-3.12,0,0,0,0,0,0,3,1,2,8014,6,6,4,1,3,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133.1,160,14.63157895,14.23076923,1,1,0,1,0,0,1,0,0,15.5,2.8,-4.06,0,1,2,1,1,2,3,3,2,9003,1,1,4,3,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123,117.4,0,0,0,0,1,1,1,0,1,0,0,11.1,0.6,2.02,0,0,0,0,0,0,4,3,3,9853,6,6,1,1,3,3,1
1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130,122.2,13,12.27272727,1,1,1,1,0,1,1,0,0,11.1,0.6,2.02,0,0,2,1,1,2,2,2,2,9070,1,1,2,1,2,1,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122,118.2,0,0,0,0,1,1,1,0,1,0,0,16.2,0.3,-0.92,0,0,0,0,0,0,1,3,3,9238,6,6,1,1,3,3,1
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113,106.7,14.2,13.25,0,0,1,1,1,0,1,0,0,15.5,2.8,-4.06,0,0,2,0,1,1,1,3,1,9085,6,6,2,1,1,1,1
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,111,108.2,13.26666667,12.3,0,0,1,1,1,0,1,0,0,12.4,0.5,1.79,0,0,2,1,1,5,1,3,2,9500,7,7,2,1,2,2,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133.1,107,11.66666667,13,0,0,1,1,1,0,1,0,0,16.2,0.3,-0.92,0,0,2,1,1,1,4,3,2,9853,7,7,2,1,3,1,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,142,136.1,13.85714286,15,1,1,1,1,1,0,1,0,0,13.9,-0.3,0.79,0,0,1,1,2,2,1,1,3,9238,6,6,1,1,3,3,0
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,123,115.3,13,11,0,0,1,1,1,0,1,0,1,8.9,1.4,3.51,0,0,2,0,1,1,4,3,3,9147,5,5,1,1,1,3,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,131,139.8,13.4,12.8,1,1,1,1,1,0,1,0,0,10.8,1.4,1.74,0,0,1,5,0,5,1,3,4,9085,5,5,1,1,3,3,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,158,157,12.66666667,12.57142857,1,1,1,1,1,0,1,0,0,10.8,1.4,1.74,0,0,1,1,2,2,1,3,3,9773,6,6,1,1,1,3,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122,131,12.51666667,12.51666667,0,0,1,1,1,0,1,0,0,7.6,2.6,0.32,1,1,1,1,2,2,4,3,4,9500,7,7,1,1,3,3,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,130,100,11.61666667,13,0,1,1,1,0,0,1,0,0,13.9,-0.3,0.79,0,0,2,1,2,2,2,3,2,9500,7,7,2,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,154,140.4,10,10.75,0,0,1,1,1,0,1,0,1,7.6,2.6,0.32,0,0,2,0,1,1,4,3,3,9238,6,6,2,1,3,3,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,113.4,10.33333333,10.66666667,0,0,1,1,0,0,1,0,0,12.4,0.5,1.79,0,0,2,0,1,1,4,2,2,9147,5,5,2,1,3,3,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140,137,13.14285714,11.4,1,1,1,1,0,0,1,0,0,9.4,-0.8,-3.12,1,0,2,5,2,5,1,3,3,9085,5,5,1,1,3,3,0
1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,127,121.8,12.6,14,1,1,1,1,0,0,1,0,0,11.1,0.6,2.02,0,0,0,5,0,5,1,3,2,9147,5,5,1,1,2,3,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,133.1,131,11,11,0,0,1,1,1,0,1,0,0,9.4,-0.8,-3.12,0,0,2,0,1,1,4,3,2,9254,6,6,2,1,1,1,1
